File_Name,Down_Chl_Avg,Up_Chl_Avg,Abs_Avg_Diff,Correction_Req,Correction_Factor,G_Avg_Chl,H_Avg_Chl,Sonde_Read_Higher_Avg,Sonde_Read_Lower_Avg
Insitu_Filter_SR_2018_9_10.csv,5.3603007518797,5.46954887218045,0.109248120300752,TRUE,0.0546240601503758,5.48998589562765,5.35805022156573,G,H
Insitu_Filter_SR_2018_7_18.csv,5.07871720116618,4.88396501457726,0.194752186588921,TRUE,0.0973760932944607,5.08086734693878,4.88396501457726,G,H
Insitu_Filter_SR_2018_7_17.csv,6.08048780487805,5.38891352549889,0.691574279379157,TRUE,0.345787139689579,6.03850746268657,5.53072196620584,G,H
Insitu_Filter_SR_2018_11_8.csv,6.57941176470588,4.46392156862745,2.11549019607843,TRUE,1.05774509803922,6.58625678119349,4.43911111111111,G,H
Insitu_Filter_SR_2018_11_7.csv,7.06992753623188,5.04806763285024,2.02185990338164,TRUE,1.01092995169082,7.07197452229299,5.01725352112676,G,H
Insitu_Filter_SD_2019_10_17.csv,4.94229765013055,3.05300261096606,1.88929503916449,TRUE,0.944647519582245,5.554127284184,3.0287072243346,G,H
Insitu_Filter_NPSM_2019_6_9.csv,1.26294314381271,2.75190635451505,1.48896321070234,TRUE,0.744481605351171,2.75190635451505,1.26294314381271,G,H
Insitu_Filter_NPSM_2019_6_8.csv,2.69217118997912,3.1125260960334,0.42035490605428,TRUE,0.21017745302714,3.12239532619279,2.72071984435798,G,H
Insitu_Filter_NPSM_2019_5_22.csv,3.9116060961313,4.86799531066823,0.956389214536928,TRUE,0.478194607268464,3.90774410774411,4.86799531066823,H,G
Insitu_Filter_NPSM_2019_5_11.csv,2.51603375527426,3.39535864978903,0.879324894514768,TRUE,0.439662447257384,2.51233140655106,3.41329479768786,H,G
Insitu_Filter_NPSM_2019_5_10.csv,4.06579841449604,4.8559456398641,0.790147225368063,TRUE,0.395073612684032,4.06579841449604,4.74276841171251,H,G
Insitu_Filter_NPD_2019_6_9.csv,3.07553398058252,3.77825242718447,0.702718446601942,TRUE,0.351359223300971,3.75840145322434,3.04196185286104,G,H
Insitu_Filter_NPD_2019_6_8.csv,4.69512711864407,4.02552966101695,0.669597457627119,TRUE,0.334798728813559,4.70442561205273,4.05758176412289,G,H
Insitu_Filter_NPD_2019_5_9.csv,5.96882978723404,5.14670212765958,0.822127659574468,TRUE,0.411063829787234,5.1538081107814,5.98288822947577,H,G
Insitu_Filter_NPD_2019_5_22.csv,7.38467908902692,6.76086956521739,0.623809523809523,TRUE,0.311904761904762,6.79388942774006,7.40232558139535,H,G
Insitu_Filter_NPD_2019_5_21.csv,6.23522123893805,6.83575221238938,0.600530973451327,TRUE,0.300265486725663,6.23855606758833,6.84026402640264,H,G
Insitu_Filter_NPD_2019_5_11.csv,3.61204188481675,3.03089005235602,0.581151832460733,TRUE,0.290575916230366,3.0683950617284,3.61129156999227,H,G
Insitu_Filter_NPD_2019_5_10.csv,3.77204385277995,4.35591229444009,0.583868441660141,TRUE,0.29193422083007,3.77594158339739,4.35591229444009,H,G
Insitu_Filter_NPD_2019_4_17.csv,0.64406548431105,0.763165075034106,0.119099590723056,TRUE,0.059549795361528,0.65630689206762,0.802874743326489,H,G
Insitu_Filter_NPD_2019_4_15.csv,1.63273195876289,1.37100515463918,0.261726804123711,TRUE,0.130863402061856,1.37325870646766,1.6984052532833,H,G
Insitu_Filter_NPD_2018_10_26.csv,3.06153127917834,4.42595704948646,1.36442577030812,TRUE,0.682212885154062,4.3964347826087,3.0798098024872,G,H
Insitu_Filter_NPD_2018_10_25.csv,4.28628318584071,2.68893805309735,1.59734513274336,TRUE,0.798672566371682,4.28154761904762,2.69057750759878,G,H
Insitu_Filter_MB_2019_6_6.csv,1.66002252252252,2.77567567567568,1.11565315315315,TRUE,0.557826576576577,1.66754675467547,2.77539325842697,H,G
Insitu_Filter_MB_2019_6_5.csv,1.93974960876369,3.1329420970266,1.19319248826291,TRUE,0.596596244131455,1.95845447589901,3.1329420970266,H,G
Insitu_Filter_MB_2019_6_4.csv,2.93151909017059,2.10649878147847,0.82502030869212,TRUE,0.41251015434606,2.10649878147847,2.93227899432279,H,G
Insitu_Filter_MB_2019_5_19.csv,3.19925373134328,2.53121890547264,0.668034825870647,TRUE,0.334017412935323,2.55707547169811,3.21705882352941,H,G
Insitu_Filter_MB_2019_5_18.csv,3.11412587412587,3.77272727272727,0.658601398601399,TRUE,0.3293006993007,3.16810126582278,3.76253101736973,H,G
Insitu_Filter_MB_2018_7_28.csv,2.62187201528176,2.98634192932187,0.364469914040114,TRUE,0.182234957020057,3.03946902654867,2.56085790884719,G,H
Insitu_Filter_MB_2018_7_27.csv,3.35792563600783,3.45724070450098,0.099315068493151,TRUE,0.0496575342465755,3.45724070450098,3.35792563600783,G,H
